Megnevezés,Méret,Csatlakozás,Technológia,Tároló kapacitás,SSD max írás,SSD max olvasás,TBW,Világítás,Hűtőborda,Ár (FT),Méretek,PCI-e 4.0 SSD
TRANSCEND 512GB 110s M.2 PCIe M.2 2280 TS512GMTE110S,M.2 2280,M.2 PCIe,TLC,512 GB,1500 MB/s,1800 MB/s,0 TB,Nem,Nem,22290,80 x 22 x 3.58 mm,
"KINGSTON 120GB UV500 mSATA 2.5"" SUV500MS/120G",mSATA,mSATA,TLC,120 GB,300 MB/s,520 MB/s,60 TB,Nem,Nem,11690,100.1 x 69.85 x 7 mm,
"PATRIOT 120GB Burst Elite SATA 3 2.5"" PBE120GS25SSDR","2.5""",SATA 3,TLC,120 GB,320 MB/s,450 MB/s,50 TB,Nem,Nem,8590,100 x 69 x 7 mm,
"SAMSUNG 1TB 860 PRO SATA 3 2.5"" MZ-76P1T0B/EU (Basic garancia)","2.5""",SATA 3,MLC,1000 GB,530 MB/s,560 MB/s,1200 TB,Nem,Nem,81690,100 X 69.85 X 6.8 mm,
"SAMSUNG 4TB 860 EVO SATA 3 2.5"" MZ-76E4T0B/EU","2.5""",SATA 3,MLC,4000 GB,520 MB/s,550 MB/s,2400 TB,Nem,Nem,217689,100 X 69.85 X 6.8 mm,
"TEAM GROUP 480GB GX1 SATA 3 2.5"" T253X1480G0C101","2.5""",SATA 3,TLC,480 GB,430 MB/s,530 MB/s,120 TB,Nem,Nem,17490,100 x 70 x 7 mm,
"PATRIOT 256GB P210 SATA 3 2.5"" P210S256G25","2.5""",SATA 3,TLC,256 GB,400 MB/s,500 MB/s,0 TB,Nem,Nem,12490,100 x 69.6 x 7 mm,
WD 480GB Green M.2 SATA M.2 2280 WDS480G2G0B,M.2 2280,M.2 SATA,TLC,480 GB,465 MB/s,540 MB/s,0 TB,Nem,Nem,19590,,
"ADATA 120GB Ultimate SU650 SATA 3 2.5"" ASU650SS-120GT","2.5""",SATA 3,TLC,120 GB,320 MB/s,520 MB/s,70 TB,Nem,Nem,9190,,
ADATA 1TB XPG SPECTRIX S40G RGB M.2 PCIe M.2 2280 AS40G-1TT-C,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3500 MB/s,640 TB,Igen,Nem,52290,22 x 80 x 8 mm,
"KINGSTON 1TB KC600 SATA 3 2.5"" SKC600/1024G","2.5""",SATA 3,TLC,1000 GB,520 MB/s,550 MB/s,600 TB,Nem,Nem,43290,100.1 x 69.85 x 7 mm,
SAMSUNG 1TB 980 PRO M.2 PCIe M.2 2280 MZ-V8P1T0BW (Basic garancia),M.2 2280,M.2 PCIe,TLC,1000 GB,5000 MB/s,7000 MB/s,600 TB,Nem,Nem,76590,80.15 x 22.15 x 2.38 mm,Igen
"ADATA 256GB Ultimate SU750 SATA 3 2.5"" ASU750SS-256GT-C","2.5""",SATA 3,TLC,256 GB,520 MB/s,550 MB/s,0 TB,Nem,Nem,14590,100.45 x 69.85 x 7 mm,
APACER 120GB AST280 M.2 SATA M.2 2280 AP120GAST280-1,M.2 2280,M.2 SATA,TLC,120 GB,470 MB/s,500 MB/s,0 TB,Nem,Nem,10190,,
"KINGSTON 480GB UV500 mSATA 2.5"" SUV500MS/480G",mSATA,mSATA,TLC,480 GB,500 MB/s,520 MB/s,200 TB,Nem,Nem,28790,100.1 x 69.85 x 7 mm,
"SAMSUNG 2TB 870 QVO SATA 3 2.5"" MZ-77Q2T0BW","2.5""",SATA 3,QLC,2000 GB,520 MB/s,550 MB/s,720 TB,Nem,Nem,73090,100 x 69.85 x 6.8 mm,
"SAMSUNG 4TB 870 EVO SATA 3 2.5"" MZ-77E4T0B/EU","2.5""",SATA 3,TLC,4000 GB,530 MB/s,560 MB/s,2400 TB,Nem,Nem,167890,100 x 69.85 x 7 mm,
TRANSCEND 512GB 430S M.2 SATA M.2 2242 TS512GMTS430S,M.2 2242,M.2 SATA,TLC,512 GB,500 MB/s,560 MB/s,280 TB,Nem,Nem,25090,42 x 22 x 3.58 mm,
ADATA 512GB XPG Gammix S11 Pro M.2 PCIe M.2 2280 AGAMMIXS11P-512GT-C,M.2 2280,M.2 PCIe,TLC,512 GB,2300 MB/s,3500 MB/s,320 TB,Nem,Igen,28590,,
"APACER 240GB AS340 PANTHER SATA 3 2.5"" AP240GAS340G-1","2.5""",SATA 3,TLC,240 GB,410 MB/s,505 MB/s,0 TB,Nem,Nem,12590,,
GIGABYTE 128GB NVMe SSD M.2 PCIe M.2 2280 GP-GSM2NE3128GNTD,M.2 2280,M.2 PCIe,TLC,128 GB,550 MB/s,1550 MB/s,110 TB,Nem,Nem,12189,80 x 22 x 2.3 mm,
"INTENSO 480GB High SATA 3 2.5"" 3813450","2.5""",SATA 3,MLC,480 GB,500 MB/s,520 MB/s,0 TB,Nem,Nem,17990,,
"INTENSO 512GB Top SATA 3 2.5"" 3812450","2.5""",SATA 3,MLC,512 GB,490 MB/s,520 MB/s,0 TB,Nem,Nem,17490,,
KINGSTON 120GB A400 M.2 SATA M.2 2280 SA400M8/120G,M.2 2280,M.2 SATA,TLC,120 GB,320 MB/s,500 MB/s,40 TB,Nem,Nem,9590,80 x 22 x 1.35 mm,
"PNY 480GB CS900 SATA 3 2.5"" SSD7CS900-480-PB","2.5""",SATA 3,TLC,480 GB,470 MB/s,555 MB/s,0 TB,Nem,Nem,17690,,
"SAMSUNG 1TB 860 PRO SATA 3 2.5"" MZ-76P1T0B/EU","2.5""",SATA 3,MLC,1000 GB,530 MB/s,560 MB/s,1200 TB,Nem,Nem,84091,100 X 69.85 X 6.8 mm,
"ADATA 256GB Ultimate SU800 SATA 3 2.5"" ASU800SS-256GT-C","2.5""",SATA 3,TLC,256 GB,520 MB/s,560 MB/s,200 TB,Nem,Nem,15790,,
ADATA 256GB XPG SPECTRIX S40G RGB M.2 PCIe M.2 2280 AS40G-256GT-C,M.2 2280,M.2 PCIe,TLC,256 GB,1200 MB/s,3500 MB/s,160 TB,Igen,Nem,18691,22 x 80 x 8 mm,
ADATA 512GB XPG GAMMIX S5 M.2 PCIe M.2 2280 AGAMMIXS5-512GT-C,M.2 2280,M.2 PCIe,TLC,512 GB,1500 MB/s,2100 MB/s,300 TB,Nem,Igen,24889,22 x 80 x 3.7 mm,
APACER 240GB AS2280P4 M.2 PCIe M.2 2280 AP240GAS2280P4-1,M.2 2280,M.2 PCIe,TLC,240 GB,1100 MB/s,1800 MB/s,200 TB,Nem,Nem,12390,80 x 22 x 2.25 mm,
"TEAM GROUP 120GB GX1 SATA 3 2.5"" T253X1120G0C101","2.5""",SATA 3,TLC,120 GB,320 MB/s,500 MB/s,30 TB,Nem,Nem,10090,100 x 70 x 7 mm,
ADATA 256GB XPG GAMMIX S5 M.2 PCIe M.2 2280 AGAMMIXS5-256GT-C,M.2 2280,M.2 PCIe,TLC,256 GB,1200 MB/s,2100 MB/s,150 TB,Nem,Igen,16090,22 x 80 x 3.7 mm,
TRANSCEND 256GB 110s M.2 PCIe M.2 2280 TS256GMTE110S,M.2 2280,M.2 PCIe,TLC,256 GB,1500 MB/s,1800 MB/s,0 TB,Nem,Nem,13790,80 x 22 x 3.58 mm,
"INTEGRALMEMORY 120GB P5 SATA 3 2.5"" INSSD120GS625P5","2.5""",SATA 3,TLC,120 GB,540 MB/s,560 MB/s,181 TB,Nem,Nem,10890,,
INTENSO 256GB Top M.2 SATA M.2 2280 3832440,M.2 2280,M.2 SATA,MLC,256 GB,400 MB/s,520 MB/s,0 TB,Nem,Nem,11090,,
"KINGMAX 120GB SMV32 SATA 3 2.5"" KM120GSMV32","2.5""",SATA 3,TLC,120 GB,300 MB/s,500 MB/s,0 TB,Nem,Nem,9190,100 x 69.85 x 7 mm,
"SANDISK 240GB Plus SATA 3 2.5"" SDSSDA-240G-G26","2.5""",SATA 3,MLC,240 GB,440 MB/s,530 MB/s,0 TB,Nem,Nem,16090,,
"SILICON POWER 256GB Ace A55 SATA 3 2.5"" SP256GBSS3A55S25","2.5""",SATA 3,TLC,256 GB,450 MB/s,500 MB/s,0 TB,Nem,Nem,12490,,
ADATA 1TB Swordfish M.2 PCIe M.2 2280 ASWORDFISH-1T-C,M.2 2280,M.2 PCIe,TLC,1000 GB,1200 MB/s,1800 MB/s,480 TB,Nem,Igen,42589,80 x 22 x 3.85 mm,
"ADATA 240GB Ultimate SU630 SATA 3 2.5"" ASU630SS-240GQ-R","2.5""",SATA 3,QLC,240 GB,450 MB/s,520 MB/s,50 TB,Nem,Nem,12790,100.45 x 69.85 x 7 mm,
"CRUCIAL 2TB MX500 SATA 3 2.5"" CT2000MX500SSD1","2.5""",SATA 3,TLC,2000 GB,510 MB/s,560 MB/s,700 TB,Nem,Nem,77589,,
GIGABYTE 1TB AORUS NVMe GEN4 SSD M.2 PCIe M.2 2280,M.2 2280,M.2 PCIe,TLC,1000 GB,4400 MB/s,5000 MB/s,1800 TB,Nem,Igen,77191,80.5 x 11.4 x 23.5 mm,Igen
GIGABYTE 500GB AORUS Gen4 M.2 PCIe M.2 2280 GP-AG4500G,M.2 2280,M.2 PCIe,TLC,500 GB,2500 MB/s,5000 MB/s,850 TB,Nem,Nem,37589,8‎0.5 x 11.4 x 23.5 mm,Igen
INTEL 2TB 660P M.2 PCIe M.2 2280 SSDPEKNW020T801,M.2 2280,M.2 PCIe,QLC,2000 GB,1800 MB/s,1800 MB/s,400 TB,Nem,Nem,85289,,
"KINGMAX 240GB SMV32 SATA 3 2.5"" KM240GSMV32","2.5""",SATA 3,TLC,240 GB,300 MB/s,500 MB/s,0 TB,Nem,Nem,12790,100 x 69.85 x 7 mm,
PATRIOT 512GB VPN100 M.2 PCIe M.2 2280 VPN100-512GM28H,M.2 2280,M.2 PCIe,TLC,512 GB,2200 MB/s,3300 MB/s,0 TB,Nem,Igen,28590,22 x 80 x 10.5 mm,
"SAMSUNG 1TB 870 EVO SATA 3 2.5"" MZ-77E1T0B/EU (Basic garancia)","2.5""",SATA 3,TLC,1000 GB,530 MB/s,560 MB/s,600 TB,Nem,Nem,41290,100 x 69.85 x 7 mm,
TRANSCEND 120GB MTS820 M.2 SATA M.2 2280 TS120GMTS820S,M.2 2280,M.2 SATA,MLC,120 GB,510 MB/s,560 MB/s,0 TB,Nem,Nem,8490,,
TRANSCEND 2TB 220S M.2 PCIe M.2 2280 TS2TMTE220S,M.2 2280,M.2 PCIe,TLC,2000 GB,2700 MB/s,3500 MB/s,4400 TB,Nem,Nem,103190,80 x 22 x 3.58 mm,
"VERBATIM 128GB Vi550 S3 SATA 3 2.5"" 49350","2.5""",SATA 3,TLC,128 GB,425 MB/s,560 MB/s,86 TB,Nem,Nem,9489,,
APACER 256GB AS2280P4 M.2 PCIe M.2 2280 AP256GAS2280P4-1,M.2 2280,M.2 PCIe,TLC,256 GB,1100 MB/s,1800 MB/s,200 TB,Nem,Nem,13590,80 x 22 x 2.38 mm,
"APACER 512GB AS350 Panther SATA 3 2.5"" 95.DB2E0.P100C","2.5""",SATA 3,TLC,512 GB,510 MB/s,540 MB/s,0 TB,Nem,Nem,20290,100 x 69.9 x 7 mm,
KINGMAX 256GB PQ3480 M.2 PCIe M.2 2280 KMPQ3480-256G,M.2 2280,M.2 PCIe,TLC,256 GB,1200 MB/s,1950 MB/s,0 TB,Nem,Nem,13590,22 x 80 mm,
"PATRIOT 512GB P210 SATA 3 2.5"" P210S512G25","2.5""",SATA 3,TLC,512 GB,430 MB/s,520 MB/s,0 TB,Nem,Nem,20991,100 x 69.6 x 7 mm,
"SILICON POWER 128GB Ace A55 SATA 3 2.5"" SP128GBSS3A55S25","2.5""",SATA 3,TLC,128 GB,450 MB/s,500 MB/s,0 TB,Nem,Nem,8590,,
ADATA 1TB Gammix S50 Lite M.2 PCIe M.2 2280 AGAMMIXS50L-1T-C,M.2 2280,M.2 PCIe,TLC,1000 GB,3200 MB/s,3900 MB/s,740 TB,Nem,Igen,52189,80 x 22 x 4.3 mm,
CRUCIAL 250GB MX500 M.2 SATA M.2 2280 CT250MX500SSD4,M.2 2280,M.2 SATA,TLC,250 GB,510 MB/s,560 MB/s,100 TB,Nem,Nem,14990,,
INTENSO 128GB Top M.2 SATA M.2 2280 3832430,M.2 2280,M.2 SATA,MLC,128 GB,300 MB/s,520 MB/s,0 TB,Nem,Nem,7590,,
KINGSTON 500GB KC2500 M.2 PCIe M.2 2280 SKC2500M8/500G,M.2 2280,M.2 PCIe,TLC,500 GB,2500 MB/s,3500 MB/s,300 TB,Nem,Nem,27490,80 x 22 x 3.5 mm,
SAMSUNG 1TB 860 EVO M.2 SATA M.2 2280 MZ-N6E1T0BW (Basic garancia),M.2 2280,M.2 SATA,MLC,1000 GB,520 MB/s,550 MB/s,600 TB,Nem,Nem,41391,80.15 x 22.15 x 2.38 mm,
"SAMSUNG 4TB 870 QVO SATA 3 2.5"" MZ-77Q4T0BW (Basic garancia)","2.5""",SATA 3,QLC,4000 GB,520 MB/s,550 MB/s,1440 TB,Nem,Nem,139790,100 x 69.85 x 6.8 mm,
SILICON POWER 128GB A55 M.2 SATA M.2 2280 SP128GBSS3A55M28,M.2 2280,M.2 SATA,TLC,128 GB,530 MB/s,560 MB/s,65 TB,Nem,Nem,8790,22.0 x 80.0 x 3.5 mm,
"SILICON POWER 1TB Ace A55 SATA 3 2.5"" SP001TBSS3A55S25","2.5""",SATA 3,TLC,1000 GB,450 MB/s,500 MB/s,0 TB,Nem,Nem,34190,,
"WD 2TB Blue SATA 3 2.5"" WDS200T2B0A","2.5""",SATA 3,TLC,2000 GB,530 MB/s,560 MB/s,500 TB,Nem,Nem,79990,,
CRUCIAL 1TB P2 M.2 PCIe M.2 2280 CT1000P2SSD8,M.2 2280,M.2 PCIe,TLC,1000 GB,1800 MB/s,2400 MB/s,300 TB,Nem,Nem,37990,,
GIGABYTE 256GB Aorus RGB M.2 PCIe M.2 2280 GP-ASM2NE2256GTTDR,M.2 2280,M.2 PCIe,TLC,256 GB,1050 MB/s,3100 MB/s,380 TB,Igen,Igen,21690,,
"SANDISK 500GB Ultra SATA 3 2.5"" SDSSDH3-500G-G25","2.5""",SATA 3,MLC,500 GB,530 MB/s,560 MB/s,200 TB,Nem,Nem,25090,,
SILICON POWER 500GB UD70 M.2 PCIe M.2 2280 SP500GBP34UD7005,M.2 2280,M.2 PCIe,QLC,500 GB,3000 MB/s,3400 MB/s,120 TB,Nem,Nem,23790,22.0 x 80.0 x 3.5 mm,
TRANSCEND 128GB 110s M.2 PCIe M.2 2280 TS128GMTE110S,M.2 2280,M.2 PCIe,TLC,128 GB,1500 MB/s,1800 MB/s,0 TB,Nem,Nem,11690,80 x 22 x 3.58 mm,
CORSAIR 960GB MP510 M.2 PCIe M.2 2280 CSSD-F960GBMP510B,M.2 2280,M.2 PCIe,TLC,960 GB,3000 MB/s,3840 MB/s,720 TB,Nem,Nem,55890,,
CRUCIAL 250GB P2 M.2 PCIe M.2 2280 CT250P2SSD8,M.2 2280,M.2 PCIe,TLC,250 GB,1150 MB/s,2100 MB/s,150 TB,Nem,Nem,17189,,
CRUCIAL 500GB P2 M.2 PCIe M.2 2280 CT500P2SSD8,M.2 2280,M.2 PCIe,TLC,500 GB,940 MB/s,2300 MB/s,150 TB,Nem,Nem,20790,,
"GIGABYTE 1TB Internal SATA 3 2.5"" GP-GSTFS31100TNTD","2.5""",SATA 3,TLC,1000 GB,500 MB/s,550 MB/s,600 TB,Nem,Nem,37390,,
GIGABYTE 500GB AORUS NVMe GEN4 SSD M.2 PCIe M.2 2280,M.2 2280,M.2 PCIe,TLC,500 GB,2500 MB/s,5000 MB/s,850 TB,Nem,Igen,46990,80.5 x 11.4 x 23.5 mm,Igen
GOODRAM 240GB S400u M.2 SATA M.2 2242 SSDPR-S400U-240-42,M.2 2242,M.2 SATA,TLC,240 GB,450 MB/s,550 MB/s,0 TB,Nem,Nem,12891,42 x 22 x 3.5 mm,
KINGSTON 250GB KC2500 M.2 PCIe M.2 2280 SKC2500M8/250G,M.2 2280,M.2 PCIe,TLC,250 GB,1200 MB/s,3500 MB/s,150 TB,Nem,Nem,17490,80 x 22 x 3.5 mm,
SAMSUNG 1TB 980 M.2 PCIe M.2 2280 MZ-V8V1T0BW,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3500 MB/s,600 TB,Nem,Nem,51890,80.15 x 22.15 x 2.38 mm,
SAMSUNG 512GB 970 PRO M.2 PCIe M.2 2280 MZ-V7P512BW,M.2 2280,M.2 PCIe,MLC,512 GB,2300 MB/s,3500 MB/s,600 TB,Nem,Nem,71290,80.15 x 22.15 x 2.38 mm,
"SANDISK 480GB Plus SATA 3 2.5"" SDSSDA-480G-G26","2.5""",SATA 3,MLC,480 GB,445 MB/s,535 MB/s,0 TB,Nem,Nem,19190,,
SILICON POWER 2TB P34A80 M.2 PCIe M.2 2280 SP002TBP34A80M28,M.2 2280,M.2 PCIe,TLC,2000 GB,3000 MB/s,3200 MB/s,3115 TB,Nem,Nem,92090,22 x 80 x 3.5 mm,
"TRANSCEND 32GB Internal PATA/IDE 2.5"" TS32GPSD330","2.5""",PATA/IDE,MLC,32 GB,67 MB/s,120 MB/s,45 TB,Nem,Nem,17590,,
TRANSCEND 64GB 230S mSATA TS64GMSA230S,mSATA,mSATA,TLC,64 GB,200 MB/s,390 MB/s,40 TB,Nem,Nem,10690,50.8 x 29.85 x 4.85 mm,
WD 250GB Blue M.2 SATA M.2 2280 WDS250G2B0B,M.2 2280,M.2 SATA,TLC,250 GB,500 MB/s,525 MB/s,100 TB,Nem,Nem,13890,,
WD 500GB Black SN850 M.2 PCIe M.2 2280 WDS500G1X0E-00AFY0,M.2 2280,M.2 PCIe,TLC,500 GB,4100 MB/s,7000 MB/s,300 TB,Nem,Nem,55590,80 x 22 x 2.38 mm,Igen
"APACER 240GB AS350 Panther SATA 3 2.5"" AP240GAS350-1","2.5""",SATA 3,TLC,240 GB,298 MB/s,310 MB/s,0 TB,Nem,Nem,13490,100 x 69.9 x 7 mm,
CRUCIAL 250GB P5 M.2 PCIe M.2 2280 CT250P5SSD8,M.2 2280,M.2 PCIe,TLC,250 GB,1400 MB/s,3400 MB/s,150 TB,Nem,Nem,19190,,
"CRUCIAL 2TB BX500 SATA 3 2.5"" CT2000BX500SSD1","2.5""",SATA 3,TLC,2000 GB,500 MB/s,540 MB/s,0 TB,Nem,Nem,69590,,
"KINGSTON 512GB KC600 SATA 3 2.5"" SKC600B/512G","2.5""",SATA 3,TLC,512 GB,520 MB/s,550 MB/s,300 TB,Nem,Nem,33790,100.1 x 69.85 x 7 mm,
PATRIOT 1TB VP4100 M.2 PCIe M.2 2280 VP4100-1TBM28H,M.2 2280,M.2 PCIe,TLC,1000 GB,4400 MB/s,5000 MB/s,1800 TB,Nem,Igen,75990,22 x 80 x 7 mm,Igen
"PATRIOT 240GB Burst Elite SATA 3 2.5"" PBE240GS25SSDR","2.5""",SATA 3,TLC,240 GB,320 MB/s,450 MB/s,160 TB,Nem,Nem,12690,100 x 69 x 7 mm,
"SILICON POWER 120GB Slim S55 SATA 3 2.5"" SP120GBSS3S55S25","2.5""",SATA 3,TLC,120 GB,350 MB/s,500 MB/s,65 TB,Nem,Nem,8790,,
TRANSCEND 128GB 430S M.2 SATA M.2 2242 TS128GMTS430S,M.2 2242,M.2 SATA,TLC,128 GB,500 MB/s,560 MB/s,280 TB,Nem,Nem,10290,42 x 22 x 3.58 mm,
WD 1TB Black SN850 M.2 PCIe M.2 2280 WDS100T1X0E-00AFY0,M.2 2280,M.2 PCIe,TLC,1000 GB,5300 MB/s,7000 MB/s,600 TB,Nem,Nem,88990,80 x 22 x 2.38 mm,Igen
ADATA 250GB Swordfish M.2 PCIe M.2 2280 ASWORDFISH-250G-C,M.2 2280,M.2 PCIe,TLC,250 GB,900 MB/s,1800 MB/s,120 TB,Nem,Igen,14690,80 x 22 x 3.85 mm,
ADATA 256GB XPG Gammix S11 Pro M.2 PCIe M.2 2280 AGAMMIXS11P-256GT-C,M.2 2280,M.2 SATA,TLC,256 GB,1200 MB/s,3500 MB/s,160 TB,Nem,Igen,18291,,
ADATA 512GB SX6000 Lite M.2 PCIe M.2 2280 ASX6000LNP-512GT-C,M.2 2280,M.2 PCIe,TLC,512 GB,1200 MB/s,1800 MB/s,240 TB,Nem,Nem,25490,22 x 80 x 2.15 mm,
APACER 512GB AS2280P4 M.2 PCIe M.2 2280 AP512GAS2280P4-1,M.2 2280,M.2 PCIe,TLC,512 GB,1500 MB/s,2100 MB/s,400 TB,Nem,Nem,21490,80 x 22 x 2.38 mm,
CORSAIR 240GB Force MP510 M.2 PCIe M.2 2280 CSSD-F240GBMP510,M.2 2280,M.2 PCIe,TLC,240 GB,1050 MB/s,3100 MB/s,400 TB,Nem,Nem,19690,80 x 22 x 3 mm,
CORSAIR 2TB MP600 M.2 PCIe M.2 2280 CSSD-F2000GBMP600,M.2 2280,M.2 PCIe,TLC,2000 GB,4250 MB/s,4950 MB/s,3600 TB,Nem,Igen,131890,80 x 23 x 15 mm,Igen
"INTENSO 120GB High SATA 3 2.5"" 3813430","2.5""",SATA 3,MLC,120 GB,500 MB/s,520 MB/s,150 TB,Nem,Nem,8691,,
"SAMSUNG 2TB 870 EVO SATA 3 2.5"" MZ-77E2T0B/EU (Basic garancia)","2.5""",SATA 3,TLC,2000 GB,530 MB/s,560 MB/s,1200 TB,Nem,Nem,86990,100 x 69.85 x 7 mm,
"TEAM GROUP 240GB GX1 SATA 3 2.5"" T253X1240G0C101","2.5""",SATA 3,TLC,240 GB,400 MB/s,500 MB/s,60 TB,Nem,Nem,12090,100 x 70 x 7 mm,
TRANSCEND 256GB 230S mSATA TS256GMSA230S,mSATA,mSATA,TLC,256 GB,400 MB/s,530 MB/s,160 TB,Nem,Nem,15690,50.8 x 29.85 x 4.85 mm,
"VERBATIM 256GB Vi550 S3 SATA 3 2.5"" 49351","2.5""",SATA 3,TLC,256 GB,540 MB/s,560 MB/s,150 TB,Nem,Nem,14190,,
"ADATA 240GB Ultimate SU650 SATA 3 2.5"" ASU650SS-240GT","2.5""",SATA 3,TLC,240 GB,450 MB/s,520 MB/s,140 TB,Nem,Nem,12690,,
"ADATA 480GB Ultimate SU630 SATA 3 2.5"" ASU630SS-480GQ-R","2.5""",SATA 3,QLC,480 GB,450 MB/s,520 MB/s,100 TB,Nem,Nem,22290,100.45 x 69.85 x 7 mm,
ADATA 4TB XPG SPECTRIX S40G RGB M.2 PCIe M.2 2280 AS40G-4TT-C,M.2 2280,M.2 PCIe,TLC,4000 GB,3000 MB/s,3500 MB/s,2560 TB,Igen,Nem,173190,22 x 80 x 8 mm,
ADATA 500GB Swordfish M.2 PCIe M.2 2280 ASWORDFISH-500G-C,M.2 2280,M.2 PCIe,TLC,500 GB,1200 MB/s,1800 MB/s,240 TB,Nem,Igen,24489,80 x 22 x 3.85 mm,
ADATA 512GB SX6000 Pro M.2 PCIe M.2 2280 ASX6000PNP-512GT-C,M.2 2280,M.2 PCIe,TLC,512 GB,1500 MB/s,2100 MB/s,300 TB,Nem,Nem,24889,22 x 80 x 2.15 mm,
APACER 240GB AS2280P2 PRO M.2 PCIe M.2 2280 AP240GAS2280P2PRO-1,M.2 2280,M.2 PCIe,TLC,240 GB,880 MB/s,1580 MB/s,0 TB,Igen,Nem,20190,80 x 22 x 2.25 mm,
CORSAIR 1TB MP400 M.2 PCIe M.2 2280 CSSD-F1000GBMP400,M.2 2280,M.2 PCIe,QLC,1000 GB,1880 MB/s,3480 MB/s,200 TB,Nem,Nem,49091,80 x 23 x 15 mm,
CRUCIAL 1TB P5 M.2 PCIe M.2 2280 CT1000P5SSD8,M.2 2280,M.2 PCIe,TLC,1000 GB,3000 MB/s,3400 MB/s,600 TB,Nem,Nem,52589,,
"GOODRAM 480GB CL100 Gen.3 SATA 3 2.5"" SSDPR-CL100-480-G3","2.5""",SATA 3,TLC,480 GB,460 MB/s,540 MB/s,0 TB,Nem,Nem,20890,,
INTENSO 512GB Top M.2 SATA M.2 2280 3832450,M.2 2280,M.2 SATA,MLC,512 GB,490 MB/s,520 MB/s,0 TB,Nem,Nem,18090,,
KINGMAX 128GB SA 3080 M.2 SATA M.2 2280 KM128SA3080,M.2 2280,M.2 SATA,TLC,128 GB,350 MB/s,500 MB/s,0 TB,Nem,Nem,8490,,
KINGSTON 1TB KC2500 M.2 PCIe M.2 2280 SKC2500M8/1000G,M.2 2280,M.2 PCIe,TLC,1000 GB,2900 MB/s,3500 MB/s,600 TB,Nem,Nem,46791,80 x 22 x 3.5 mm,
KINGSTON 1TB NV1 M.2 PCIe M.2 2280 SNVS/1000G,M.2 2280,M.2 PCIe,TLC,1000 GB,1700 MB/s,2100 MB/s,240 TB,Nem,Nem,36690,80 x 22 x 2.1 mm,Nem
"PATRIOT 480GB Burst SATA 3 2.5"" PBU480GS25SSDR","2.5""",SATA 3,TLC,480 GB,455 MB/s,560 MB/s,0 TB,Nem,Nem,23590,,
PATRIOT 512GB P300 M.2 PCIe M.2 2280 P300P512GM28,M.2 2280,M.2 PCIe,TLC,512 GB,1200 MB/s,1700 MB/s,160 TB,Nem,Nem,21890,80 x 22 x 4 mm,
SAMSUNG 250GB 980 M.2 PCIe M.2 2280 MZ-V8V250BW,M.2 2280,M.2 PCIe,TLC,250 GB,1300 MB/s,2900 MB/s,150 TB,Nem,Nem,19290,80.15 x 22.15 x 2.38 mm,
SAMSUNG 2TB 860 EVO M.2 SATA 2280 MZ-N6E2T0BW,M.2 2280,M.2 SATA,MLC,2000 GB,520 MB/s,550 MB/s,1200 TB,Nem,Nem,106790,80.15 x 22.15 x 2.38 mm,
"SAMSUNG 4TB 870 QVO SATA 3 2.5"" MZ-77Q4T0BW","2.5""",SATA 3,QLC,4000 GB,520 MB/s,550 MB/s,1440 TB,Nem,Nem,141190,100 x 69.85 x 6.8 mm,
